-0.0214587,-0.0246,0.47181
-0.0214582,-0.0246,0.47181
-0.0214576,-0.0246,0.47181
-0.0214568,-0.0246,0.47181
-0.0214556,-0.0246,0.47181
-0.0214543,-0.0246,0.47181
-0.0214529,-0.0246,0.47181
-0.0214509,-0.0246,0.47181
-0.0214488,-0.0246,0.47181
-0.0214468,-0.0246,0.47181
-0.0214439,-0.0246,0.47181
-0.0214416,-0.0246,0.47181
-0.0214394,-0.0246,0.47181
-0.0214371,-0.0246,0.47181
-0.0214346,-0.0246,0.47181
-0.021432,-0.0246,0.47181
-0.0214292,-0.0246,0.47181
-0.0214135,-0.0246,0.47181
-0.0214024,-0.0246,0.47181
-0.0213967,-0.0246,0.47181
-0.0213916,-0.0246,0.47181
-0.0213853,-0.0246,0.47181
-0.0213791,-0.0246,0.47181
-0.0213734,-0.0246,0.47181
-0.0213664,-0.0246,0.47181
-0.0213595,-0.0246,0.47181
-0.0213532,-0.0246,0.47181
-0.0213449,-0.0246,0.47181
-0.0213381,-0.0246,0.47181
-0.0213311,-0.0246,0.47181
-0.0213239,-0.0246,0.47181
-0.0213153,-0.0246,0.47181
-0.0213076,-0.0246,0.47181
-0.0212987,-0.0246,0.47181
-0.0212889,-0.0246,0.47181
-0.0212801,-0.0246,0.47181
-0.0212712,-0.0246,0.47181
-0.0212606,-0.0246,0.471811
-0.0212512,-0.0246,0.471811
-0.0212423,-0.0246,0.471811
-0.0212307,-0.0246,0.471811
-0.021221,-0.0246,0.471811
-0.0212111,-0.0246,0.471811
-0.0211982,-0.0246,0.471811
-0.0211877,-0.0246,0.471811
-0.0211773,-0.0246,0.471811
-0.0211664,-0.0246,0.471811
-0.0211546,-0.0246,0.471811
-0.0211439,-0.0246,0.471811
-0.0211341,-0.0246,0.471811
-0.0211244,-0.0246,0.471811
-0.0211144,-0.0246,0.471811
-0.021104,-0.0246,0.471811
-0.0210938,-0.0246,0.471811
-0.0210834,-0.0246,0.471811
-0.0210723,-0.0246,0.471812
-0.0210557,-0.0246,0.471812
-0.0210441,-0.0246,0.471812
-0.0210326,-0.0246,0.471812
-0.0210208,-0.0246,0.471812
-0.0210086,-0.0246,0.471812
-0.0209954,-0.0246,0.471812
-0.0209834,-0.0246,0.471812
-0.0209699,-0.0246,0.471812
-0.0209578,-0.0246,0.471812
-0.0209461,-0.0246,0.471813
-0.0209342,-0.0246,0.471813
-0.0209222,-0.0246,0.471813
-0.02091,-0.0246,0.471813
-0.0208978,-0.0246,0.471813
-0.0208854,-0.0246,0.471813
-0.0208728,-0.0246,0.471813
-0.0208601,-0.0246,0.471813
-0.0208473,-0.0246,0.471814
-0.0208344,-0.0246,0.471814
-0.0208213,-0.0246,0.471814
-0.0208081,-0.0246,0.471814
-0.0207947,-0.0246,0.471814
-0.0207812,-0.0246,0.471814
-0.0207676,-0.0246,0.471814
-0.0207538,-0.0246,0.471815
-0.0207399,-0.0246,0.471815
-0.0207259,-0.0246,0.471815
-0.0207116,-0.0246,0.471815
-0.0206973,-0.0246,0.471815
-0.0206828,-0.0246,0.471816
-0.0206682,-0.0246,0.471816
-0.0206535,-0.0246,0.471816
-0.0206386,-0.0246,0.471816
-0.0206236,-0.0246,0.471816
-0.0206085,-0.0246,0.471817
-0.0205932,-0.0246,0.471817
-0.0205778,-0.0246,0.471817
-0.0205623,-0.0246,0.471817
-0.0205466,-0.0246,0.471818
-0.0205308,-0.0246,0.471818
-0.0205148,-0.0246,0.471818
-0.0204988,-0.0246,0.471818
-0.0204825,-0.0246,0.471819
-0.0204662,-0.0246,0.471819
-0.0204497,-0.0246,0.471819
-0.020433,-0.0246,0.47182
-0.0204163,-0.0246,0.47182
-0.0203994,-0.0246,0.47182
-0.0203823,-0.0246,0.471821
-0.0203652,-0.0246,0.471821
-0.0203478,-0.0246,0.471821
-0.0203304,-0.0246,0.471822
-0.0203128,-0.0246,0.471822
-0.0202951,-0.0246,0.471822
-0.0202772,-0.0246,0.471823
-0.0202592,-0.0246,0.471823
-0.0202411,-0.0246,0.471824
-0.0202228,-0.0246,0.471824
-0.0202044,-0.0246,0.471824
-0.0201859,-0.0246,0.471825
-0.0201672,-0.0246,0.471825
-0.0201484,-0.0246,0.471826
-0.0201295,-0.0246,0.471826
-0.0201104,-0.0246,0.471827
-0.0200912,-0.0246,0.471827
-0.0200718,-0.0246,0.471828
-0.0200523,-0.0246,0.471828
-0.0200327,-0.0246,0.471829
-0.0200129,-0.0246,0.471829
-0.019993,-0.0246,0.47183
-0.019973,-0.0246,0.47183
-0.0199528,-0.0246,0.471831
-0.0199325,-0.0246,0.471831
-0.019912,-0.0246,0.471832
-0.0198915,-0.0246,0.471832
-0.0198708,-0.0246,0.471833
-0.0198498,-0.0246,0.471834
-0.0198288,-0.0246,0.471834
-0.0198077,-0.0246,0.471835
-0.0197865,-0.0246,0.471835
-0.0197651,-0.0246,0.471836
-0.0197435,-0.0246,0.471837
-0.0197218,-0.0246,0.471837
-0.0197,-0.0246,0.471838
-0.0196781,-0.0246,0.471839
-0.019656,-0.0246,0.47184
-0.0196338,-0.0246,0.47184
-0.0196115,-0.0246,0.471841
-0.019589,-0.0246,0.471842
-0.0195663,-0.0246,0.471843
-0.0195436,-0.0246,0.471843
-0.0195207,-0.0246,0.471844
