0.055,0,-1.49113e-14
0.055,0,-1.48169e-07
0.055,0,-4.76385e-07
0.055,0,-9.90993e-07
0.055,0,-1.69199e-06
0.055,0,-2.57938e-06
0.055,0,-3.65316e-06
0.055,0,-4.91334e-06
0.055,0,-6.3599e-06
0.055,0,-7.99285e-06
0.055,0,-9.8122e-06
0.055,0,-1.45462e-05
0.055,0,-1.6968e-05
0.055,0,-1.95763e-05
0.055,0,-2.23709e-05
0.055,0,-2.53519e-05
0.055,0,-2.85588e-05
0.055,0,-3.19148e-05
0.055,0,-3.54573e-05
0.055,0,-3.91861e-05
0.055,0,-4.31013e-05
0.055,0,-4.72029e-05
0.055,0,-5.14909e-05
0.055,0,-5.63941e-05
0.055,0,-6.10724e-05
0.055,0,-6.5937e-05
0.055,0,-7.0988e-05
0.0549999,0,-7.62255e-05
0.0549999,0,-8.16493e-05
0.0549999,0,-8.72595e-05
0.0549999,0,-9.30561e-05
0.0549999,0,-9.90391e-05
0.0549999,0,-0.000105208
0.0549999,0,-0.000111565
0.0549999,0,-0.000118107
0.0549999,0,-0.000124836
0.0549998,0,-0.000131751
0.0549998,0,-0.000138852
0.0549998,0,-0.00014614
0.0549998,0,-0.000153626
0.0549998,0,-0.000161869
0.0549997,0,-0.000169731
0.0549997,0,-0.000177778
0.0549997,0,-0.000186012
0.0549997,0,-0.000194432
0.0549996,0,-0.000203039
0.0549996,0,-0.000211832
0.0549996,0,-0.000220812
0.0549995,0,-0.000229978
0.0549995,0,-0.00023933
0.0549994,0,-0.000248869
0.0549994,0,-0.000258594
0.0549993,0,-0.000268549
0.0549993,0,-0.000278648
0.0549992,0,-0.000288933
0.0549992,0,-0.000299404
0.0549991,0,-0.000310062
0.0549991,0,-0.000320906
0.054999,0,-0.000331936
0.0549989,0,-0.000343153
0.0549989,0,-0.000354557
0.0549988,0,-0.000366249
0.0549987,0,-0.000378089
0.0549986,0,-0.000390054
0.0549985,0,-0.000402206
0.0549984,0,-0.000414664
0.0549983,0,-0.00042719
0.0549982,0,-0.000439902
0.0549981,0,-0.000452801
0.054998,0,-0.000465886
0.0549979,0,-0.000479157
0.0549978,0,-0.000492615
0.0549977,0,-0.00050626
0.0549975,0,-0.00052237
0.0549974,0,-0.000536417
0.0549972,0,-0.000550651
0.0549971,0,-0.00056507
0.0549969,0,-0.000579677
0.0549968,0,-0.000594469
0.0549966,0,-0.000609448
0.0549965,0,-0.000624614
0.0549963,0,-0.000639965
0.0549961,0,-0.000655503
0.0549959,0,-0.000671227
0.0549957,0,-0.000687138
0.0549955,0,-0.000703235
0.0549953,0,-0.000719518
0.0549951,0,-0.000735988
0.0549949,0,-0.000752643
0.0549945,0,-0.000774321
0.0549943,0,-0.000791403
0.0549941,0,-0.000808671
0.0549938,0,-0.000826125
0.0549935,0,-0.000843765
0.0549933,0,-0.000861592
0.054993,0,-0.000879605
0.0549927,0,-0.000897804
0.0549924,0,-0.00091619
0.0549921,0,-0.000934761
0.0549917,0,-0.000953552
0.0549914,0,-0.000972496
0.0549911,0,-0.000991627
0.0549907,0,-0.00101094
0.0549903,0,-0.00103045
0.05499,0,-0.00105014
0.0549896,0,-0.00107002
0.0549892,0,-0.00109008
0.0549888,0,-0.00111033
0.0549884,0,-0.00113077
0.0549879,0,-0.00115139
0.0549875,0,-0.00117219
0.0549871,0,-0.00119319
0.0549866,0,-0.00121437
0.0549861,0,-0.00123573
