3.8849e-08,0,0,0,0,0
0.00010699,0,1.73186e-17,0,0,0
0.000189964,0,2.33221e-10,0,0,0
0.000278361,0,1.07736e-09,0,0,0
0.000356059,0,2.95901e-09,0,0,0
0.000438582,0,5.96353e-09,0,0,0
0.00051628,0,1.06511e-08,0,0,0
0.000593978,0,1.69805e-08,0,0,0
0.000677527,0,2.56375e-08,0,0,0
0.000755225,0,3.71824e-08,0,0,0
0.000833171,0,5.09677e-08,0,0,0
0.000910869,0,6.78162e-08,0,0,0
0.000992009,0,8.82748e-08,0,0,0
0.00106971,0,1.12903e-07,0,0,0
0.00114754,0,1.40833e-07,0,0,0
0.00122524,0,1.73046e-07,0,0,0
0.00130293,0,2.09783e-07,0,0,0
0.00138063,0,2.5138e-07,0,0,0
0.00145833,0,2.9814e-07,0,0,0
0.00153603,0,3.50364e-07,0,0,0
0.00161373,0,4.08354e-07,0,0,0
0.00169142,0,4.72411e-07,0,0,0
0.00176912,0,5.42839e-07,0,0,0
0.00184709,0,6.2003e-07,0,0,0
0.00192898,0,7.05853e-07,0,0,0
0.00200668,0,8.00839e-07,0,0,0
0.00208455,0,9.00283e-07,0,0,0
0.00216481,0,1.00892e-06,0,0,0
0.00224251,0,1.12716e-06,0,0,0
0.00232266,0,1.25275e-06,0,0,0
0.00240036,0,1.38886e-06,0,0,0
0.00247806,0,1.53135e-06,0,0,0
0.00255576,0,1.68327e-06,0,0,0
0.00263346,0,1.84491e-06,0,0,0
0.00271115,0,2.01658e-06,0,0,0
0.00278885,0,2.19859e-06,0,0,0
0.00286655,0,2.39122e-06,0,0,0
0.00294425,0,2.59479e-06,0,0,0
0.00302195,0,2.8096e-06,0,0,0
0.00309964,0,3.03595e-06,0,0,0
0.00317734,0,3.27414e-06,0,0,0
0.00325504,0,3.52447e-06,0,0,0
0.00333274,0,3.78724e-06,0,0,0
0.00341043,0,4.06276e-06,0,0,0
0.00348813,0,4.35133e-06,0,0,0
0.00356583,0,4.65325e-06,0,0,0
0.00364353,0,4.96882e-06,0,0,0
0.00372123,0,5.29834e-06,0,0,0
0.00379892,0,5.64212e-06,0,0,0
0.00387662,0,6.00046e-06,0,0,0
0.00395432,0,6.37365e-06,0,0,0
0.00403202,0,6.76201e-06,0,0,0
0.00410971,0,7.16583e-06,0,0,0
0.00418741,0,7.58541e-06,0,0,0
0.00426511,0,8.02106e-06,0,0,0
0.0043428,0,8.47308e-06,0,0,0
0.0044205,0,8.94177e-06,0,0,0
0.0044982,0,9.42743e-06,0,0,0
0.0045759,0,9.93036e-06,0,0,0
0.00465359,0,1.04509e-05,0,0,0
0.00473129,0,1.09893e-05,0,0,0
0.00480899,0,1.15458e-05,0,0,0
0.00488668,0,1.21209e-05,0,0,0
0.00496438,0,1.27147e-05,0,0,0
0.00504208,0,1.33276e-05,0,0,0
0.00511977,0,1.39599e-05,0,0,0
0.00519747,0,1.46119e-05,0,0,0
0.00527517,0,1.52839e-05,0,0,0
0.00535286,0,1.59762e-05,0,0,0
0.00543056,0,1.6689e-05,0,0,0
0.00550826,0,1.74228e-05,0,0,0
0.00558595,0,1.81778e-05,0,0,0
0.00566365,0,1.89542e-05,0,0,0
0.00574134,0,1.97525e-05,0,0,0
0.00581904,0,2.05728e-05,0,0,0
0.00589673,0,2.14156e-05,0,0,0
0.00597443,0,2.22811e-05,0,0,0
0.00605212,0,2.31696e-05,0,0,0
0.00612982,0,2.40814e-05,0,0,0
0.00620751,0,2.50168e-05,0,0,0
0.00628521,0,2.59761e-05,0,0,0
0.0063629,0,2.69596e-05,0,0,0
0.0064406,0,2.79677e-05,0,0,0
0.00651829,0,2.90006e-05,0,0,0
0.00659599,0,3.00585e-05,0,0,0
0.00667423,0,3.11445e-05,0,0,0
0.00675193,0,3.22591e-05,0,0,0
0.00682962,0,3.33944e-05,0,0,0
0.00690731,0,3.45561e-05,0,0,0
0.00698501,0,3.57444e-05,0,0,0
0.0070627,0,3.69597e-05,0,0,0
0.00714039,0,3.82022e-05,0,0,0
0.00721808,0,3.94722e-05,0,0,0
0.00729577,0,4.07701e-05,0,0,0
0.00737347,0,4.20961e-05,0,0,0
0.00745116,0,4.34505e-05,0,0,0
0.00752885,0,4.48337e-05,0,0,0
0.00760654,0,4.6246e-05,0,0,0
0.00768423,0,4.76876e-05,0,0,0
0.00776192,0,4.91588e-05,0,0,0
0.00783961,0,5.066e-05,0,0,0
0.0079173,0,5.21915e-05,0,0,0
0.00799512,0,5.37544e-05,0,0,0
0.00807281,0,5.53491e-05,0,0,0
0.0081505,0,5.69731e-05,0,0,0
0.00822819,0,5.86287e-05,0,0,0
0.00830588,0,6.0316e-05,0,0,0
0.00838357,0,6.20354e-05,0,0,0
0.00846126,0,6.37873e-05,0,0,0
0.00853894,0,6.55717e-05,0,0,0
0.00861663,0,6.7389e-05,0,0,0
0.00869432,0,6.92397e-05,0,0,0
0.008772,0,7.11239e-05,0,0,0
0.00884969,0,7.3042e-05,0,0,0
0.00892737,0,7.49943e-05,0,0,0
0.00900506,0,7.6981e-05,0,0,0
0.00908274,0,7.90026e-05,0,0,0
0.00916042,0,8.10592e-05,0,0,0
0.00924126,0,8.31796e-05,0,0,0
0.00931894,0,8.5366e-05,0,0,0
0.00939662,0,8.75312e-05,0,0,0
0.0094743,0,8.97326e-05,0,0,0
0.00955198,0,9.19707e-05,0,0,0
0.00962966,0,9.42456e-05,0,0,0
0.00970734,0,9.65578e-05,0,0,0
0.00978502,0,9.89074e-05,0,0,0
0.0098627,0,0.000101295,0,0,0
0.00994037,0,0.00010372,0,0,0
0.0100181,0,0.000106185,0,0,0
0.0100957,0,0.000108687,0,0,0
0.0101734,0,0.000111229,0,0,0
0.0102511,0,0.00011381,0,0,0
0.0103291,0,0.000116434,0,0,0
0.0104067,0,0.000119102,0,0,0
0.0104844,0,0.000121803,0,0,0
0.0105621,0,0.000124544,0,0,0
0.0106397,0,0.000127327,0,0,0
0.0107174,0,0.00013015,0,0,0
0.0107951,0,0.000133015,0,0,0
0.0108735,0,0.000135931,0,0,0
0.0109511,0,0.000138898,0,0,0
0.0110288,0,0.000141889,0,0,0
0.0111065,0,0.000144923,0,0,0
0.0111841,0,0.000148,0,0,0
0.0112618,0,0.000151121,0,0,0
0.0113395,0,0.000154284,0,0,0
0.0114171,0,0.000157492,0,0,0
0.0114948,0,0.000160744,0,0,0
0.0115725,0,0.00016404,0,0,0
0.0116512,0,0.000167397,0,0,0
0.0117289,0,0.000170816,0,0,0
0.0118065,0,0.000174248,0,0,0
0.0118842,0,0.000177725,0,0,0
0.0119618,0,0.000181249,0,0,0
0.0120395,0,0.000184819,0,0,0
0.0121171,0,0.000188435,0,0,0
0.0121948,0,0.000192099,0,0,0
0.0122724,0,0.000195809,0,0,0
0.0123501,0,0.000199567,0,0,0
0.0124277,0,0.000203373,0,0,0
0.0125054,0,0.000207227,0,0,0
0.012583,0,0.000211129,0,0,0
0.0126607,0,0.00021508,0,0,0
0.0127383,0,0.000219079,0,0,0
0.0128159,0,0.000223128,0,0,0
0.0128936,0,0.000227227,0,0,0
0.0129712,0,0.000231376,0,0,0
0.0130489,0,0.000235574,0,0,0
0.0131265,0,0.000239824,0,0,0
0.0132041,0,0.000244124,0,0,0
0.0132818,0,0.000248475,0,0,0
0.0133594,0,0.000252878,0,0,0
0.013437,0,0.000257332,0,0,0
0.0135146,0,0.000261838,0,0,0
0.0135923,0,0.000266396,0,0,0
0.0136699,0,0.000271007,0,0,0
0.0137475,0,0.000275671,0,0,0
0.0138251,0,0.000280388,0,0,0
0.0139027,0,0.000285159,0,0,0
0.0139804,0,0.000289983,0,0,0
0.014058,0,0.000294862,0,0,0
0.0141356,0,0.000299795,0,0,0
0.0142132,0,0.000304782,0,0,0
0.0142908,0,0.000309825,0,0,0
0.0143684,0,0.000314923,0,0,0
0.014446,0,0.000320076,0,0,0
0.0145236,0,0.000325286,0,0,0
0.0146012,0,0.000330551,0,0,0
0.0146788,0,0.000335873,0,0,0
0.0147564,0,0.000341252,0,0,0
0.014834,0,0.000346688,0,0,0
0.0149116,0,0.000352181,0,0,0
0.0149892,0,0.000357733,0,0,0
0.0150668,0,0.000363342,0,0,0
0.0151443,0,0.000369009,0,0,0
0.0152219,0,0.000374735,0,0,0
0.0152995,0,0.00038052,0,0,0
0.0153771,0,0.000386364,0,0,0
0.0154546,0,0.000392268,0,0,0
0.0155322,0,0.000398231,0,0,0
0.0156098,0,0.000404255,0,0,0
0.0156874,0,0.000410339,0,0,0
0.0157649,0,0.000416484,0,0,0
0.0158425,0,0.000422689,0,0,0
0.01592,0,0.000428957,0,0,0
0.0159976,0,0.000435285,0,0,0
0.0160751,0,0.000441676,0,0,0
0.0161527,0,0.000448129,0,0,0
0.0162302,0,0.000454644,0,0,0
0.0163078,0,0.000461222,0,0,0
0.0163853,0,0.000467863,0,0,0
0.0164629,0,0.000474568,0,0,0
0.0165404,0,0.000481336,0,0,0
0.0166179,0,0.000488169,0,0,0
0.0166955,0,0.000495066,0,0,0
0.016773,0,0.000502027,0,0,0
0.0168505,0,0.000509053,0,0,0
0.016928,0,0.000516145,0,0,0
0.0170055,0,0.000523302,0,0,0
0.017083,0,0.000530525,0,0,0
0.0171606,0,0.000537814,0,0,0
0.0172381,0,0.000545169,0,0,0
0.0173156,0,0.000552591,0,0,0
0.0173931,0,0.00056008,0,0,0
0.0174706,0,0.000567637,0,0,0
0.017548,0,0.000575261,0,0,0
0.0176255,0,0.000582953,0,0,0
0.017703,0,0.000590713,0,0,0
