0,0,0,0,0,0,0
0,0.00647905,0,0.000596156,1.0598e-05,-9.53816e-05,1.0598e-05
0,0.00650186,0,0.000331198,1.05981e-05,-0.00010333,1.06059e-05
0,0.00594214,0,-6.62313e-05,1.0598e-05,-3.70652e-05,1.0598e-05
0,0.00540195,0,-5.90043e-05,1.0598e-05,0,1.0598e-05
0,0.00441911,0,-0.000117011,1.0598e-05,0,1.059e-05
0,0.00363926,0,-0.000105576,1.059e-05,0,1.0606e-05
0,0.00405146,0,5.31941e-05,1.0598e-05,-2.91444e-05,1.0606e-05
0,0.00450162,0,0.000121064,1.0598e-05,-7.41857e-05,1.0582e-05
0,0.00561774,0,0.000220808,1.0598e-05,-0.000151019,1.059e-05
0,0.00702218,0,0.000346978,1.059e-05,-0.000238274,1.05901e-05
0,0.00863874,0,0.000493389,1.0598e-05,-0.000349465,1.059e-05
0,0.00944862,0,0.000709231,1.0598e-05,-0.000516417,1.05821e-05
0,0.0113441,0,0.000981673,1.0598e-05,-0.000917186,1.0582e-05
0,0.0115353,0,0.00137309,1.059e-05,-0.00201702,1.05901e-05
0,0.0118843,0,0.0028261,1.0598e-05,-0.0059958,1.05901e-05
0,0.0124245,0,0.00697674,1.0598e-05,-0.019733,1.0582e-05
0,0.0135049,0,0.0147203,1.85464e-05,-0.0356529,1.0582e-05
0,0.0140298,0,0.0185569,1.85324e-05,-0.0367333,1.059e-05
0,0.0162058,0,0.0199872,1.85464e-05,-0.0313461,1.059e-05
0,0.0280901,0,0.0234985,1.85464e-05,-0.041595,1.0582e-05
0,0.0300922,0,0.0228199,2.91444e-05,-0.041595,1.0582e-05
0,0.0318715,0,0.0218779,2.91444e-05,-0.0424053,1.0582e-05
0,0.0324117,0,0.0213161,2.91444e-05,-0.0403737,0
0,0.0313313,0,0.0205274,2.91444e-05,-0.0404736,0
0,0.0315671,0,0.0203122,2.91444e-05,-0.044296,0
-5.30299e-06,0.0313313,-5.30695e-06,0.0229583,2.91224e-05,-0.0550999,0
-5.30299e-06,0.033699,-5.30695e-06,0.0259294,3.70929e-05,-0.0626921,-1.0582e-05
-5.29898e-06,0.0357643,-5.307e-06,0.0289004,3.70929e-05,-0.0686048,-1.0582e-05
-5.30299e-06,0.037293,-5.307e-06,0.0323491,3.70929e-05,-0.0704954,-1.85186e-05
-5.30299e-06,0.0410548,-5.307e-06,0.035923,4.76548e-05,-0.0724721,-1.85324e-05
-5.30299e-06,0.0432156,-5.307e-06,0.0391245,4.76908e-05,-0.0723128,-2.91007e-05
-5.29898e-06,0.046098,-5.30695e-06,0.0399744,4.76908e-05,-0.0750871,-2.91004e-05
-5.30299e-06,0.0491577,-5.30695e-06,0.0423799,4.76908e-05,-0.0780582,-2.91004e-05
-5.30299e-06,0.0496979,-5.307e-06,0.0429455,4.76908e-05,-0.0810292,-3.70372e-05
-5.30299e-06,0.0481475,-5.307e-06,0.0415884,5.56393e-05,-0.088592,-5.55553e-05
-5.30299e-06,0.0507783,-5.30695e-06,0.0424053,5.55973e-05,-0.0917726,-6.61872e-05
-5.30299e-06,0.0534251,-5.30706e-06,0.0451063,6.62372e-05,-0.0955176,-7.67192e-05
-5.29898e-06,0.0567271,-5.30299e-06,0.0488876,6.61379e-05,-0.0983155,-7.67192e-05
-5.29898e-06,0.0567271,-5.307e-06,0.0507783,6.60873e-05,-0.0983155,-8.46557e-05
-5.29893e-06,0.0588216,-5.307e-06,0.0513592,7.66621e-05,-0.100476,-8.46557e-05
-5.30299e-06,0.0594214,-5.307e-06,0.0513185,7.66621e-05,-0.103818,-9.53105e-05
-5.29898e-06,0.0599616,-7.9544e-06,0.0507783,8.46565e-05,-0.109119,-0.000103174
-5.29898e-06,0.0601844,-7.96051e-06,0.0507783,8.45918e-05,-0.114791,-0.000113756
-5.30299e-06,0.0626626,-7.96051e-06,0.0514075,9.53096e-05,-0.120341,-0.000121693
-5.30299e-06,0.0663767,-7.96051e-06,0.0532092,9.53096e-05,-0.12714,-0.000132376
-5.29898e-06,0.0702152,-7.95448e-06,0.05537,9.53105e-05,-0.128296,-0.000150794
-1.05979e-05,0.0723861,-7.95448e-06,0.056663,0.000103253,-0.129377,-0.000161376
-1.0606e-05,0.0729263,-7.96043e-06,0.0566737,0.000103174,-0.130187,-0.000179895
-1.0606e-05,0.0740067,-7.96043e-06,0.05537,0.000113842,-0.132406,-0.000198412
-1.0598e-05,0.0760903,-7.9544e-06,0.0550999,0.000113842,-0.136801,-0.00021693
-1.05979e-05,0.0803215,-7.93655e-06,0.0572607,0.000121784,-0.136939,-0.000235449
-1.06061e-05,0.0798679,-7.94847e-06,0.0604352,0.000121693,-0.135049,-0.000253967
-1.5909e-05,0.0783283,-7.94246e-06,0.0623293,0.000121784,-0.134412,-0.000275341
-1.58969e-05,0.0772479,-7.94246e-06,0.0634729,0.000132374,-0.134912,-0.000293649
-1.58969e-05,0.0772367,-7.94254e-06,0.0656337,0.000132374,-0.136939,-0.000320104
-1.5909e-05,0.0799489,-1.32374e-05,0.0669552,0.000142964,-0.13883,-0.000341526
-2.1212e-05,0.0809471,-1.32374e-05,0.0688749,0.000142966,-0.13883,-0.000368001
-2.11957e-05,0.0799489,-1.32374e-05,0.072043,0.000142966,-0.142436,-0.000433194
-2.11959e-05,0.0817505,-1.32374e-05,0.0746226,0.000150907,-0.147473,-0.000555349
-2.1212e-05,0.0848106,-1.32374e-05,0.0726544,0.000150907,-0.151525,-0.000776332
-2.11799e-05,0.0880518,-1.32374e-05,0.072116,0.000161375,-0.158117,-0.00116216
-2.64549e-05,0.0902126,-1.32374e-05,0.0713057,0.000161497,-0.159489,-0.00170235
-2.64549e-05,0.0922797,-1.32374e-05,0.0731964,0.000169439,-0.16503,-0.00237132
-2.64749e-05,0.0947905,-1.85324e-05,0.0726117,0.000180029,-0.168811,-0.00292238
-2.64751e-05,0.0966949,-1.85324e-05,0.0713057,0.000179893,-0.172862,-0.00351049
-3.17462e-05,0.0950743,-1.85324e-05,0.0696851,0.000187972,-0.179049,-0.00386177
-3.17459e-05,0.0961547,-1.85324e-05,0.0718459,0.000187972,-0.181505,-0.0040123
-3.17699e-05,0.0967966,-1.85324e-05,0.0741576,0.000198562,-0.177274,-0.00427245
-3.17699e-05,0.0983155,-1.85324e-05,0.077518,0.000198412,-0.175563,-0.00437181
-3.70369e-05,0.0987555,-1.85324e-05,0.0777881,0.000209152,-0.178296,-0.00445433
-3.70369e-05,0.101016,-1.85324e-05,0.0789921,0.000217094,-0.184206,-0.00456758
-3.70372e-05,0.104821,-1.85324e-05,0.0821096,0.000227686,-0.189068,-0.00450348
-3.70648e-05,0.107499,-2.38274e-05,0.0849945,0.000227512,-0.19393,-0.00461665
-3.70648e-05,0.109119,-2.38274e-05,0.0853508,0.000235449,-0.198792,-0.00486887
-3.70369e-05,0.112344,-2.38276e-05,0.0837567,0.000246216,-0.201428,-0.0051338
-3.70369e-05,0.113866,-2.38274e-05,0.0837567,0.000254159,-0.205544,-0.0058658
-4.23278e-05,0.115062,-2.38274e-05,0.0834601,0.000253969,-0.208515,-0.00686135
-4.23602e-05,0.116682,-2.38274e-05,0.0837302,0.000264552,-0.212401,-0.00797991
-4.76188e-05,0.119366,-2.64749e-05,0.0853508,0.000275339,-0.210406,-0.00947343
-4.76188e-05,0.118843,-2.64749e-05,0.0859327,0.000283281,-0.204257,-0.0109685
-4.76188e-05,0.119802,-2.64749e-05,0.0869714,0.000293649,-0.205753,-0.0113195
-4.76188e-05,0.123705,-2.64751e-05,0.0894023,0.000301586,-0.208443,-0.0116103
-5.29498e-05,0.125325,-2.64751e-05,0.0918331,0.000320346,-0.212297,-0.0115866
-5.29098e-05,0.12739,-2.64749e-05,0.0915305,0.000320349,-0.217969,-0.0113195
-5.82013e-05,0.130187,-2.64749e-05,0.0918331,0.000330686,-0.22202,-0.0113195
-5.82008e-05,0.130727,-2.64749e-05,0.0938987,0.000341268,-0.223936,-0.0108902
-5.82447e-05,0.131808,-3.17459e-05,0.0950743,0.000360058,-0.226652,-0.0108939
-6.34917e-05,0.13178,-3.17702e-05,0.0942889,0.000394354,-0.230663,-0.0109722
-6.34917e-05,0.131808,-3.17699e-05,0.0945341,0.000450843,-0.232554,-0.0109722
-6.8782e-05,0.132888,-3.17699e-05,0.0958846,0.000528991,-0.232964,-0.0109722
-6.88354e-05,0.135589,-3.70369e-05,0.0972982,0.000626444,-0.233364,-0.0106238
-6.87827e-05,0.138926,-3.70648e-05,0.0976762,0.000740582,-0.240387,-0.0106175
-6.87827e-05,0.142611,-3.70648e-05,0.0983155,0.000822694,-0.244978,-0.0106175
-7.40737e-05,0.143546,-3.70652e-05,0.100206,0.000920179,-0.249781,-0.0106175
-7.41297e-05,0.144772,-4.23278e-05,0.101827,0.00104601,-0.256593,-0.0106238
-7.93647e-05,0.146449,-4.23598e-05,0.101812,0.00120501,-0.259564,-0.0109722
